CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/4/2016,7646112,684266,5100
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/6/2016,7667493,663684,8600
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/7/2016,7651270,663037,100
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/8/2016,7642415,682860,10600
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/8/2016,7685215,683219,9302
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/9/2016,7649754,683929,2100
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/9/2016,7689846,680841,9701
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/11/2016,7640433,686472,4900
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/16/2016,7684115,677687,9202
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/17/2016,7654808,678396,1202
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/17/2016,7665947,698811,7400
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/17/2016,7679983,680918,9201
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/18/2016,7652040,682655,1201
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/18/2016,7674148,702382,7300
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/19/2016,7638698,686467,4700
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/19/2016,7642487,672634,6001
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/20/2016,7660345,690214,2701
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/20/2016,7682869,693025,9502
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/21/2016,7631990,664792,6602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/21/2016,7654759,670878,301
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/21/2016,7662754,671796,402
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/21/2016,7669042,674514,701
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/21/2016,7674941,682712,8202
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/22/2016,7644076,680173,5700
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/22/2016,7650009,683761,2100
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/22/2016,7659007,677254,801
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/22/2016,7675177,696815,7900
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/22/2016,7677351,689846,8002
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/23/2016,7629395,660398,6501
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/23/2016,7639805,700485,3902
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/23/2016,7643858,683110,10600
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/23/2016,7652651,662219,200
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/23/2016,7681815,676710,9201
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/23/2016,7689349,683889,9301
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/24/2016,7635397,706992,3901
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/24/2016,7666083,693193,2901
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/24/2016,7669949,677943,1602
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/24/2016,7680454,688333,9400
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/26/2016,7628339,663684,6501
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/26/2016,7669319,673521,8301
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/26/2016,7689448,681892,9301
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/28/2016,7623150,709952,4200
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/28/2016,7645211,693443,3402
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/28/2016,7672342,667496,
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/29/2016,7657808,688144,2600
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/29/2016,7675966,673713,8302
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/29/2016,7689832,689651,9400
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/30/2016,7662442,671502,402
OTHER,TRAFFIC,ACCHR ,ACCIDENT - HIT AND RUN - COLD                     ,12/30/2016,7667987,671501,502
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/1/2016,7630099,696339,4300
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/1/2016,7648129,687138,2303
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/1/2016,7649733,677524,1102
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/11/2016,7645111,682212,10600
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/13/2016,7640202,681812,5500
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/13/2016,7641253,678145,5800
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/14/2016,7693229,672625,9804
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/17/2016,7678563,696124,7900
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/22/2016,7666702,674708,701
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/23/2016,7679643,687324,8002
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/25/2016,7667170,663683,8600
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/27/2016,7648884,683617,2100
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/30/2016,7662196,691978,2801
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/30/2016,7666227,692739,2901
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/30/2016,7666717,669893,502
OTHER, SUSPICIOUS,SUSPW ,SUSPICIOUS - WITH WEAPON *H                       ,12/31/2016,7685312,672349,9102
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/7/2016,7665061,671203,502
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/7/2016,7665291,684847,1801
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/8/2016,7627479,708728,4102
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/8/2016,7667760,666276,8600
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/8/2016,7689645,681595,9701
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/15/2016,7641313,717912,7201
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/18/2016,7655605,682118,1301
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/18/2016,7664674,685470,1701
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/24/2016,7642529,681687,10600
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/24/2016,7688574,672690,9102
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/26/2016,7687257,682567,9301
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/29/2016,7646508,690803,2203
OTHER,DISORDER,ANIML ,ANIMAL PROBLEM                                    ,12/31/2016,7654298,682484,1201
OTHER,DISORDER,ANIMLP,ANIMAL PROBLEM - PRIORITY                         ,12/5/2016,7671894,686629,
OTHER,DISORDER,ANIMLP,ANIMAL PROBLEM - PRIORITY                         ,12/7/2016,7699981,680108,9801
OTHER,DISORDER,ANIMLP,ANIMAL PROBLEM - PRIORITY                         ,12/8/2016,7642234,678701,
OTHER,DISORDER,ANIMLP,ANIMAL PROBLEM - PRIORITY                         ,12/10/2016,7670193,670764,601
OTHER,DISORDER,ANIMLP,ANIMAL PROBLEM - PRIORITY                         ,12/29/2016,7648551,688110,2303
OTHER,DISORDER,DIST  ,DISTURBANCE - COLD                                ,12/3/2016,7673516,686414,8100
OTHER,DISORDER,DIST  ,DISTURBANCE - COLD                                ,12/5/2016,7624262,710221,4200
OTHER,DISORDER,DIST  ,DISTURBANCE - COLD                                ,12/7/2016,7676300,701045,7300
OTHER,DISORDER,DIST  ,DISTURBANCE - COLD                                ,12/14/2016,7671817,679704,1602
OTHER,DISORDER,DIST  ,DISTURBANCE - COLD                                ,12/16/2016,7632748,710452,4001
OTHER,DISORDER,DIST  ,DISTURBANCE - COLD                                ,12/17/2016,7686778,681784,9202
OTHER,DISORDER,DIST  ,DISTURBANCE - COLD                                ,12/20/2016,7658653,674766,801
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/1/2016,7643077,685529,5100
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/1/2016,7643430,702583,3802
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/1/2016,7644950,683925,10600
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/2/2016,7679875,668166,9000
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/3/2016,7692154,671394,9102
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/4/2016,7633466,707876,4001
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/4/2016,7637254,687355,4700
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/4/2016,7641708,698217,3501
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/4/2016,7654006,685920,2000
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/4/2016,7655460,698393,3100
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/4/2016,7655460,698393,3100
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/4/2016,7672241,697137,7700
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/5/2016,7654006,685920,2000
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/5/2016,7679223,695524,7900
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/5/2016,7679525,682585,8202
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/5/2016,7680357,671472,9000
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/5/2016,7689573,682867,9301
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/5/2016,7690360,687805,
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/6/2016,7639054,684627,4700
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/6/2016,7667529,688521,2902
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/7/2016,7648630,690253,2203
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/10/2016,7627377,711466,4101
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/10/2016,7641941,682405,10600
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/10/2016,7648108,695419,3402
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/10/2016,7686754,677611,9701
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/11/2016,7616918,711994,4300
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/11/2016,7628049,671791,6801
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/11/2016,7679609,682743,8202
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/12/2016,7690360,687805,
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/13/2016,7644356,685088,5100
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/13/2016,7673111,666359,602
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/14/2016,7678990,672422,8400
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/15/2016,7682511,671471,9000
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/16/2016,7632150,672850,6802
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/16/2016,7634764,664362,6602
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/17/2016,7638816,684853,4700
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/17/2016,7642747,682458,10600
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/17/2016,7649901,674684,1000
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/18/2016,7653208,685405,2000
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/18/2016,7682589,681731,9201
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/19/2016,7650325,683391,2100
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/19/2016,7655431,673902,902
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/19/2016,7659718,693608,3000
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/20/2016,7657152,679867,1302
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/20/2016,7659059,674609,801
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/20/2016,7690681,673245,9804
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/21/2016,7670066,686828,1702
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/22/2016,7648630,690253,2203
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/23/2016,7634090,659441,6403
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/23/2016,7645343,673653,5900
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/1/2016,7669276,682699,1701
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/3/2016,7633795,707660,4001
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/3/2016,7645155,695331,3402
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/3/2016,7648511,688316,2303
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/3/2016,7671805,671416,601
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/3/2016,7672883,684097,
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/3/2016,7673600,683058,8201
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/4/2016,7677588,687234,8002
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/4/2016,7680167,691187,8002
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/5/2016,7620931,724796,7202
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/5/2016,7653290,686972,2502
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/5/2016,7678506,681959,8202
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/7/2016,7674443,696655,7800
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/7/2016,7677823,699888,7300
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/8/2016,7646594,679151,1101
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/10/2016,7680037,673857,9000
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/12/2016,7658156,687633,
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/12/2016,7685294,673905,9102
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/13/2016,7623123,704651,4300
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/14/2016,7624589,709665,4200
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/14/2016,7687468,676333,9701
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/15/2016,7639805,681711,4602
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/15/2016,7657992,681559,1301
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/16/2016,7637709,687435,4700
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/16/2016,7647980,680001,1102
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/16/2016,7684562,675138,9101
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/18/2016,7647864,708283,7202
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/18/2016,7650072,686347,2303
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/19/2016,7648068,688245,2303
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/19/2016,7677315,700920,
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/19/2016,7679915,684559,8100
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/20/2016,7649696,685879,
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/20/2016,7679728,676467,8202
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/20/2016,7679917,676195,9000
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/23/2016,7671622,669549,601
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/24/2016,7648330,690840,2203
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/24/2016,7659828,672554,802
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/25/2016,7643864,683904,10600
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/25/2016,7671591,691819,2903
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/26/2016,7643449,671231,
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/27/2016,7648389,684412,2100
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/27/2016,7676478,688739,8001
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/28/2016,7676745,676584,8201
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/23/2016,7645738,703810,3701
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/23/2016,7648630,690253,2203
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/24/2016,7648329,663764,100
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/24/2016,7657152,679867,1302
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/24/2016,7664454,699190,7400
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/25/2016,7662997,674577,801
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/25/2016,7680623,666636,8901
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/26/2016,7648630,690253,2203
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/27/2016,7642566,679986,5600
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/27/2016,7644617,685348,5100
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/27/2016,7680623,666636,8901
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/28/2016,7637455,706531,3901
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/28/2016,7679484,682604,8202
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/28/2016,7685007,675167,9101
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/30/2016,7640253,683555,5200
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/30/2016,7643288,686573,5100
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/30/2016,7648630,690253,2203
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/31/2016,7630642,658185,6403
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/31/2016,7631891,662917,6502
OTHER,DISORDER,NOISE ,NOISE DISTURBANCE                                 ,12/31/2016,7648108,695419,3402
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/3/2016,7641381,689819,4500
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/3/2016,7650695,683299,2100
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/4/2016,7639342,685928,4800
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/4/2016,7649267,675572,1000
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/4/2016,7651340,711671,7202
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/4/2016,7668088,684543,1701
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/5/2016,7654159,681813,1201
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/7/2016,7654559,683094,2000
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/8/2016,7680775,692395,9502
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/9/2016,7640259,707422,3901
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/9/2016,7667210,693187,2901
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/9/2016,7684310,669195,9102
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/10/2016,7692840,677247,9702
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/11/2016,7656252,682055,1301
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/11/2016,7683949,675916,9101
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/11/2016,7691741,678594,9702
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/13/2016,7655202,698558,3602
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/15/2016,7643361,681908,10600
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/15/2016,7671321,660857,22206
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/16/2016,7649790,683458,2100
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/16/2016,7661636,689879,2801
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/16/2016,7667755,681329,1601
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/17/2016,7650654,682000,1101
OTHER,DISORDER,PARK  ,PARKING PROBLEM                                   ,12/18/2016,7639776,683339,5200
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/29/2016,7642706,681053,5600
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/29/2016,7643629,695791,3502
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/29/2016,7686990,682484,9301
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/30/2016,7648307,681817,1101
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/30/2016,7649736,660919,100
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/30/2016,7673043,694292,
OTHER,TRAFFIC,ACCHRP,ACCIDENT - HIT & RUN - PRIORITY                   ,12/31/2016,7654387,683972,2000
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/1/2016,7645003,717712,
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/2/2016,7626596,711635,4101
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/2/2016,7642214,704087,3801
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/3/2016,7643212,710276,
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/3/2016,7644112,686804,5100
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/3/2016,7669789,694538,7700
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/4/2016,7642249,664998,
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/4/2016,7658855,674616,801
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/4/2016,7673037,667120,602
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/4/2016,7677194,700947,
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/7/2016,7649956,684623,2100
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/7/2016,7657188,681473,1301
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/7/2016,7660805,675314,801
OTHER,TRAFFIC,ACCINJ,ACCIDENT - INJURY                                 ,12/8/2016,7681577,684540,9302
