"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT13","WT14","WT16","WT18","WT21","WT22"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-11-28","5.82",,"0.07",,"0.0","0.0","47","53","43",,"  270","  270","19.9","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-11-29","6.04",,"0.10",,"0.0","0.0","47","52","43",,"  120","  110","14.1","17.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-11-30","7.38",,"0.12",,"0.0","0.0","47","51","42",,"  220","  210","15.0","19.0","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-01","4.92",,"0.02",,"0.0","0.0","44","47","39",,"  190","  200","8.9","10.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-02","5.82",,"0.08",,"0.0","0.0","45","48","44",,"  190","  190","14.1","19.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-03","5.59",,"0.14",,"0.0","0.0","47","52","42",,"  200","  180","16.1","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-04","6.26",,"0.54",,"0.0","0.0","47","48","34",,"  190","  200","17.0","21.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-05","6.93",,"0.25",,"0.0","0.0","39","39","35",,"  190","  190","19.9","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-06","3.80",,"0.00",,"0.0","0.0","39","45","29",,"   80","  110","13.0","16.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-07","14.99",,"0.00",,"0.0","0.0","34","40","27",,"   90","   90","33.1","40.9","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-08","26.17",,"0.15",,"0.5","1.0","33","34","30",,"   90","  110","38.0","49.0","    1",,,,,"    1",,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-09","12.75",,"0.70",,"0.0","0.0","32","33","32",,"  120","  120","23.0","25.9","    1",,,,,"    1",,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-10","8.28",,"0.24",,"0.0","0.0","33","44","32",,"  210","  210","19.9","23.9","    1",,,,,"    1",,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-11","7.16",,"0.41",,"0.0","0.0","43","47","41",,"  200","  240","17.0","23.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-12","4.47",,"0.02",,"0.0","0.0","43","47","38",,"  230","  200","12.1","14.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-13","7.61",,"0.00",,"0.0","0.0","40","41","34",,"  100","  110","23.0","30.0","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-14","23.04",,"0.05",,"2.3","2.0","34","35","27",,"   90","   90","33.1","42.1","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-15","4.70",,"0.01",,"0.0","1.0","30","33","25",,"  120","  120","16.1","19.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-16","4.92",,"0.00",,"0.0","1.0","30","38","25",,"  130","  130","15.0","18.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-17","5.82",,"0.00",,"0.0","1.0","31","35","27",,"  130","  130","15.0","17.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-18","4.92",,"0.00",,"0.0","0.0","32","38","27",,"  110","  110","14.1","17.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-19","9.40",,"0.84",,"0.0","0.0","35","48","30",,"  110","  180","17.0","23.0","    1",,,"    1",,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-20","7.83",,"0.47",,"0.0","0.0","47","52","35",,"  190","  200","21.9","31.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-21","2.91",,"0.00",,"0.0","0.0","37","38","30",,"  320","  320","10.1","12.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-22","2.91",,"0.02",,"0.0","0.0","33","46","30",,"   90","  130","12.1","14.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-23","6.04",,"0.19",,"0.0","0.0","40","45","32",,"  120","  110","19.9","23.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-24","2.24",,"0.00",,"0.0","0.0","35","41","27",,"  290","  280","8.1","10.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-25","4.25",,"0.00",,"0.0","0.0","38","44","32",,"  110","  120","12.1","14.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-26","6.04",,"0.21",,"0.0","0.0","34","40","27",,"  110","  170","16.1","21.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-27","6.26",,"0.11",,"0.0","0.0","41","47","36",,"  210","  210","25.9","36.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-28","3.58",,"0.00",,"0.0","0.0","39","42","35",,"  290","  280","12.1","14.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-29","5.59",,"0.06",,"0.0","0.0","38","42","33",,"  120","  130","17.0","21.0","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-30","2.24",,"0.01",,"0.0","0.0","40","44","31",,"  320","  350","13.0","15.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2016-12-31","5.37",,"0.09",,"0.0","0.0","35","37","32",,"  180","  180","15.0","18.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-01","7.83",,"0.05",,"0.0","0.0","36","40","32",,"  210","  210","17.0","21.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-02","19.46",,"0.00",,"0.0","0.0","34","35","29",,"   90","   90","28.0","36.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-03","23.04",,"0.00",,"0.0","0.0","31","34","27",,"   90","   80","35.1","45.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-04","21.25",,"0.00",,"0.0","0.0","29","33","27",,"   80","   70","33.1","48.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-05","7.16",,"0.00",,"0.0","0.0","27","35","17",,"  120","  130","15.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-06","12.75",,"0.00",,"0.0","0.0","25","34","17",,"  110","  130","19.9","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-07","17.67",,"0.02",,"0.4","0.0","27","30","24",,"  100","  100","36.0","44.1","    1",,,,,"    1",,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-08","15.21",,"0.53",,"0.0","0.0","30","34","28",,"  100","  100","32.0","42.1","    1",,,,,"    1",,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-09","9.84",,"0.28",,"0.0","0.0","33","41","30",,"  190","  180","17.0","23.0","    1",,,,,"    1",,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-10","13.42",,"0.65",,"6.5","0.0","36","38","31",,"  100","  100","28.0","35.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-11","12.30",,"0.07",,"1.5","7.0","31","32","26",,"   90","   90","23.9","29.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-12","4.92",,"0.00",,"0.0","6.0","28","33","18",,"  130","  130","13.0","15.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-13","6.71",,"0.00",,"0.0","5.0","22","29","11",,"  120","  130","17.0","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-14","14.32",,"0.00",,"0.0","5.0","24","29","19",,"  120","  110","23.0","29.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-15","10.96",,"0.00",,"0.0","4.0","24","28","19",,"  140","  140","23.0","25.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-16","14.32",,"0.00",,"0.0","4.0","24","29","22",,"  130","  130","21.9","25.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-17","18.12",,"0.70",,"0.0","3.0","27","34","24",,"  120","  110","32.0","36.0","    1",,,,,"    1",,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-18","14.99",,"1.06",,"0.0","3.0","34","47","33",,"  110","  110","30.0","35.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-19","11.86",,"0.00",,"0.0","0.0","41","52","35",,"  200","  210","23.0","28.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-20","11.41",,"0.26",,"0.0","0.0","40","42","37",,"  120","  120","19.9","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-21","11.63",,"0.33",,"0.0","0.0","39","47","36",,"  110","  120","21.9","25.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-22","9.84",,"0.15",,"0.0","0.0","41","46","36",,"   80","   70","23.0","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-23","5.82",,"0.00",,"0.0","0.0","40","50","32",,"   80","   90","15.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-24","2.68",,"0.00",,"0.0","0.0","35","41","26",,"  290","  290","8.1","10.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-25","2.68",,"0.01",,"0.0","0.0","37","45","35",,"  100","  100","8.9","10.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-26","4.25",,"0.00",,"0.0","0.0","41","48","35",,"  110","  110","10.1","11.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-27","6.71",,"0.00",,"0.0","0.0","38","48","29",,"  120","  110","16.1","19.9","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-28","8.05",,"0.00",,"0.0","0.0","38","44","31",,"  120","  110","17.0","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-29","7.61",,"0.01",,"0.0","0.0","38","46","33",,"  110","  120","17.0","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-30","4.03",,"0.00",,"0.0","0.0","39","44","35",,"  110","  120","12.1","13.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-01-31","7.83",,"0.01",,"0.0","0.0","39","41","33",,"   80","   70","16.1","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-01","27.96",,"0.00",,"0.0","0.0","37","41","35",,"  100","   80","38.0","50.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-02","29.53",,"0.00",,"0.0","0.0","36","39","32",,"   90","   90","40.0","51.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-03","14.54",,"0.55",,"0.0","0.0","33","34","31",,"  100","  110","23.9","30.0","    1",,,"    1",,"    1",,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-04","13.65",,"0.59",,"0.0","0.0","36","52","33",,"  200","  200","21.0","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-05","5.59",,"2.19",,"0.0","0.0","42","46","34",,"  230","  230","16.1","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-06","8.05",,"0.04",,"0.0","0.0","37","44","33",,"  200","  190","21.9","28.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-07","6.04",,"0.08",,"0.0","0.0","37","39","32",,"  120","  120","14.1","15.0","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-08","12.53",,"1.01",,"0.0","0.0","36","37","35",,"  110","  120","25.9","31.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-09","14.76",,"0.96",,"0.0","0.0","41","59","37",,"  220","  210","25.9","35.1","    1",,"    1",,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-10","9.62",,"0.09",,"0.0","0.0","49","51","36",,"  240","  240","21.9","29.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-11","1.57",,"0.00",,"0.0","0.0","43","53","35",,"  120","  130","6.9","8.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-12","3.36",,"0.00",,"0.0","0.0","39","51","31",,"  290","  280","10.1","13.0","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-13","10.07",,"0.00",,"0.0","0.0","40","53","29",,"  120","  120","21.0","25.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-14","10.74",,"0.01",,"0.0","0.0","42","50","33",,"  110","  120","28.0","33.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-15","17.22",,"0.98",,"0.0","0.0","42","43","38",,"  120","  120","25.1","32.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-16","10.07",,"1.70",,"0.0","0.0","43","49","41",,"  110","  250","21.9","30.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-17","3.58",,"0.00",,"0.0","0.0","46","57","40",,"   90","   70","13.0","16.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-18","6.04",,"0.25",,"0.0","0.0","46","46","40",,"  110","  110","13.0","16.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-19","10.51",,"0.27",,"0.0","0.0","44","51","40",,"  180","  180","23.9","38.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-20","6.49",,"0.81",,"0.0","0.0","43","50","40",,"  210","  210","18.1","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-21","3.80",,"0.52",,"0.0","0.0","44","48","36",,"  190","  190","17.0","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-22","2.46",,"0.00",,"0.0","0.0","38","45","31",,"  300","  300","13.0","16.1","    1","    1",,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-23","3.58",,"0.00",,"0.0","0.0","38","44","32",,"  300","  300","10.1","13.0","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-24","6.04",,"0.07",,"0.0","0.0","37","41","32",,"  110","  100","14.1","17.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-25","2.91",,"0.05",,"0.0","0.0","37","48","31",,"  160","  310","8.9","11.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-26","8.72",,"0.14",,"0.0","0.0","41","43","35",,"  180","  180","17.0","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-27","7.61",,"0.03",,"0.0","0.0","38","45","36",,"  210","  210","18.1","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-02-28","5.37",,"0.02",,"0.0","0.0","41","50","36",,"  240","  240","15.0","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-01","9.62",,"0.00",,"0.0","0.0","45","51","40",,"  200","  200","17.0","21.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-02","8.72",,"0.06",,"0.0","0.0","44","51","36",,"  200","  190","17.0","19.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-03","12.75",,"0.11",,"0.0","0.0","48","53","43",,"  200","  170","23.9","32.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-04","7.61",,"0.14",,"0.0","0.0","43","47","35",,"  200","  210","23.0","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-05","14.32",,"0.09",,"0.0","0.0","41","47","36",,"  200","  220","25.9","35.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-06","11.18",,"0.11",,"0.0","0.0","38","46","34",,"  230","  210","21.0","25.9","    1",,"    1",,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-07","11.41",,"0.49",,"0.0","0.0","41","50","40",,"  200","  200","19.9","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-08","2.91",,"0.43",,"0.0","0.0","45","47","41",,"  280","  290","8.1","11.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-09","7.38",,"0.53",,"0.0","0.0","43","58","41",,"  200","  210","23.0","31.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-10","8.50",,"0.00",,"0.0","0.0","55","60","44",,"  220","  240","23.0","29.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-11","8.05",,"0.30",,"0.0","0.0","47","58","39",,"  230","  220","21.0","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-12","6.49",,"0.00",,"0.0","0.0","52","61","46",,"  120","  120","15.0","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-13","8.72",,"0.73",,"0.0","0.0","51","53","47",,"  120","  120","21.0","23.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-14","10.74",,"0.62",,"0.0","0.0","52","57","49",,"  120","  120","21.9","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-15","12.75",,"0.51",,"0.0","0.0","53","57","45",,"  200","  210","31.1","40.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-16","3.80",,"0.00",,"0.0","0.0","47","55","37",,"  300","  300","10.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-17","8.28",,"0.35",,"0.0","0.0","44","48","37",,"  120","  120","23.9","29.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-18","8.28",,"0.36",,"0.0","0.0","48","55","36",,"  120","  120","21.0","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-19","4.03",,"0.00",,"0.0","0.0","42","57","32",,"  310","  300","13.0","16.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-20","11.41",,"0.11",,"0.0","0.0","48","55","38",,"  100","  100","25.1","32.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-21","12.75",,"0.23",,"0.0","0.0","47","57","44",,"  110","  100","30.0","35.1","    1",,"    1",,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-22","10.29",,"0.08",,"0.0","0.0","49","55","42",,"  230","  190","21.9","28.0",,,,,"    1",,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-23","8.95",,"0.32",,"0.0","0.0","48","58","41",,"  120","  120","16.1","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-24","10.74",,"0.77",,"0.0","0.0","49","53","46",,"  210","  200","19.9","25.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-25","6.49",,"0.00",,"0.0","0.0","48","55","41",,"  230","  200","14.1","18.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-26","9.17",,"0.66",,"0.0","0.0","46","50","44",,"  110","  120","18.1","23.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-27","9.84",,"0.01",,"0.0","0.0","48","55","45",,"  220","  220","21.9","27.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-28","9.17",,"0.06",,"0.0","0.0","50","59","46",,"  240","  220","19.9","27.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-29","10.51",,"0.19",,"0.0","0.0","52","58","46",,"  180","  180","21.9","28.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-30","8.95",,"0.00",,"0.0","0.0","49","57","43",,"  300","  300","18.1","21.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-03-31","3.36",,"0.00",,"0.0","0.0","48","58","39",,"  110","  110","12.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-01","5.59",,"0.05",,"0.0","0.0","50","58","46",,"  310","  310","15.0","19.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-02","6.49",,"0.00",,"0.0","0.0","50","56","40",,"  310","  310","19.9","23.9",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-03","4.25",,"0.00",,"0.0","0.0","46","57","35",,"  100","  100","12.1","13.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-04","8.72",,"0.01",,"0.0","0.0","51","60","44",,"  120","  120","19.9","25.1",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-05","8.72",,"0.00",,"0.0","0.0","53","63","47",,"  110","  120","19.9","23.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-06","5.82",,"0.59",,"0.0","0.0","51","62","48",,"  240","  250","15.0","21.0","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-07","17.22",,"0.10",,"0.0","0.0","54","57","45",,"  200","  210","44.1","55.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-08","8.72",,"0.04",,"0.0","0.0","47","53","39",,"  250","  250","25.1","32.0",,,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-09","9.62",,"0.06",,"0.0","0.0","46","57","38",,"  230","  210","21.9","25.9","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-10","11.41",,"0.18",,"0.0","0.0","48","55","40",,"  250","  240","25.1","34.0","    1",,,,,,"    1",,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-11","8.28",,"0.16",,"0.0","0.0","47","59","35",,"  100","  100","23.0","29.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-12","10.51",,"0.48",,"0.0","0.0","52","60","45",,"  230","  220","23.0","27.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-13","8.50",,"0.03",,"0.0","0.0","48","53","42",,"  210","  210","25.1","33.1","    1",,,,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-14","9.17",,"0.09",,"0.0","0.0","47","55","40",,"  240","  250","25.1","32.0","    1",,"    1",,,,,,,,,,,,
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","2017-04-15","5.82",,"0.00",,"0.0","0.0","47","60","38",,"  290","  290","13.0","16.1","    1",,,,,,,,,,,,,,
